5.97	5.30
7.47	0.11
4.95	7.20
2.06	8.80
5.52	9.71
2.43	3.03
8.85	4.95
8.03	8.92
6.63	1.18
8.25	2.36
7.22	9.40
9.47	7.08
3.83	6.27
0.58	2.18
2.32	8.13
8.24	9.09
1.83	6.90
7.45	4.74
9.05	2.63
1.62	0.39
7.66	3.04
9.02	7.93
4.06	2.51
0.22	6.11
5.74	5.75
8.15	3.92
0.05	0.04
3.75	6.50
6.52	2.68
3.58	2.77
1.90	8.03
8.79	0.40
0.83	9.53
7.80	1.98
1.05	9.40
3.22	0.41
3.42	0.44
1.34	5.81
6.39	9.15
2.96	4.99
1.11	1.31
8.52	8.59
7.97	3.23
2.17	9.79
7.65	9.54
9.73	6.63
4.52	6.97
6.73	5.95
1.68	7.88
5.40	8.35
0.61	9.70
6.70	8.22
0.85	9.92
3.14	8.65
7.26	9.95
1.85	4.38
7.62	4.43
4.48	6.76
8.77	5.24
2.15	1.01
3.02	1.80
5.67	2.88
8.93	2.98
9.53	9.01
0.09	6.13
4.03	5.82
2.65	0.31
6.37	4.15
5.75	0.71
7.42	4.11
1.61	4.05
1.88	1.72
9.85	5.37
4.19	4.34
3.87	7.12
1.84	6.15
6.49	2.37
3.15	3.06
1.21	4.56
4.10	4.51
2.23	7.96
1.32	3.56
7.48	8.64
7.55	4.43
2.16	2.16
1.72	5.95
9.93	6.48
2.62	0.85
2.80	3.49
3.59	2.01
5.90	3.77
6.97	7.36
2.68	6.99
1.46	1.29
5.15	7.64
1.35	3.89
8.27	0.25
6.33	5.78
7.73	0.68
3.48	1.08
0.28	0.13
7.78	7.00
1.87	8.46
3.26	0.46
3.64	8.16
8.98	5.71
2.89	2.76
0.16	3.88
8.77	3.88
2.99	0.05
8.72	7.48
4.06	8.19
0.87	6.58
3.59	5.66
6.50	1.71
9.18	7.69
9.02	6.99
8.68	2.10
5.64	7.24
2.73	0.77
2.61	3.89
7.63	0.64
4.35	4.20
4.68	3.11
7.13	5.51
3.69	3.84
8.01	7.45
3.69	1.86
8.20	9.29
3.23	5.76
6.03	6.84
3.39	4.13
0.20	6.31
9.07	9.60
7.39	8.84
5.36	7.87
9.01	5.98
1.59	2.26
6.10	5.53
4.54	6.29
1.51	9.74
7.86	0.77
3.01	9.94
3.19	3.50
7.91	0.77
3.35	1.44
4.05	9.08
4.02	5.47
6.63	3.79
1.94	1.14
9.95	2.40
5.80	4.70
3.28	1.08
1.95	7.70
1.14	7.27
2.73	8.63
1.54	1.84
5.88	2.66
0.00	7.83
1.11	7.96
1.77	7.41
7.15	7.85
9.14	8.28
3.14	2.85
9.65	6.69
4.97	7.65
5.76	1.96
0.72	3.91
1.43	3.53
3.63	0.71
3.93	5.63
3.02	8.93
9.97	6.45
9.82	6.77
3.77	8.89
2.36	6.83
1.51	8.75
0.69	8.98
6.99	6.89
4.12	4.97
9.01	3.97
6.11	5.18
5.61	0.82
5.66	7.11
3.78	0.07
7.31	4.29
2.92	9.96
6.26	8.60
9.12	2.93
6.80	4.65
2.48	3.17
3.42	3.14
2.94	0.08
3.31	5.44
9.17	4.97
9.87	1.39
6.02	5.67
8.81	9.04
8.00	2.98
8.07	9.22
5.12	0.25
5.15	3.10
2.42	9.41
8.98	3.63
7.73	1.73
7.41	5.45
6.34	5.28
0.70	4.16
8.84	2.00
6.96	0.38
6.79	9.40
7.47	5.61
4.59	0.32
9.71	2.23
8.13	8.03
3.85	0.50
3.56	5.52
1.45	5.00
6.17	9.53
2.42	5.16
1.79	9.36
8.83	1.95
7.98	7.72
9.12	6.29
6.29	2.51
3.50	8.31
1.50	2.79
1.59	1.29
1.00	3.98
5.55	1.59
1.20	8.65
6.75	2.04
0.45	3.88
2.20	1.33
4.09	1.81
6.57	2.88
9.28	5.24
5.25	6.08
0.75	1.83
6.28	8.23
0.73	8.48
0.38	2.75
4.99	8.79
5.52	1.62
2.87	9.31
0.39	7.82
7.05	6.50
9.36	4.17
7.07	4.09
0.82	9.18
2.74	1.35
6.60	5.65
2.81	4.10
5.99	7.83
6.55	9.43
6.10	7.98
7.23	1.30
2.04	6.77
7.70	5.53
7.48	3.64
2.87	0.37
3.00	1.77
0.10	9.54
1.51	7.21
3.91	8.48
0.65	5.92
0.70	4.82
2.50	7.01
5.80	2.36
3.16	1.09
9.55	0.13
6.78	4.53
2.04	4.81
8.31	9.95
2.55	8.25
8.18	6.12
4.54	7.93
9.13	7.87
0.16	4.70
0.93	5.30
5.40	5.89
5.95	4.28
2.17	9.35
8.00	2.55
0.66	3.35
2.64	9.19
6.08	7.13
9.60	8.47
9.31	0.35
1.20	1.76
2.70	3.86
0.38	9.42
1.51	7.61
8.31	4.50
4.36	8.11
2.08	8.55
5.00	8.45
9.65	2.83
5.84	0.91
0.22	1.86
2.59	4.36
7.57	5.43
6.99	9.82
6.88	9.73
2.52	0.81
8.34	9.04
7.82	2.21
7.66	9.53
7.12	7.69
9.20	7.32
1.75	4.66
5.95	7.33
6.34	6.80
4.90	3.19
1.09	2.20
6.24	9.82
6.95	9.90
3.53	2.87
2.54	8.68
9.62	9.99
3.61	5.78
6.96	5.79
8.17	5.46
5.30	0.70
6.36	3.11
8.36	9.55
5.04	1.63
8.54	6.08
9.52	8.16
7.60	3.74
6.91	8.13
6.48	6.12
0.79	2.89
0.41	3.52
8.70	7.64
7.03	1.73
7.46	2.08
2.55	2.36
1.01	1.31
5.85	3.90
1.12	3.73
6.56	3.85
6.84	0.71
5.87	1.69
4.70	0.10
4.93	5.86
0.81	1.74
5.90	6.75
2.10	2.48
2.53	1.32
1.73	5.25
2.34	1.32
3.90	1.90
1.84	3.34
0.40	2.21
5.37	9.69
5.48	0.28
5.29	8.03
3.10	9.55
7.58	3.57
7.16	0.24
0.01	4.06
2.30	6.80
8.57	0.96
4.85	6.14
5.64	4.60
3.66	2.88
7.27	8.25
3.86	8.27
5.26	1.08
5.58	9.87
9.87	2.10
4.97	1.88
8.81	1.53
2.59	9.52
4.05	2.28
7.83	6.84
1.97	6.92
7.70	9.63
9.91	9.69
9.87	3.96
8.96	0.87
2.53	5.30
9.37	9.38
7.91	8.34
6.95	9.10
5.97	8.59
4.39	5.06
4.95	7.19
6.59	7.52
5.36	9.38
7.69	9.95
9.68	4.84
7.53	0.67
8.83	4.03
3.28	7.89
6.72	5.43
8.59	2.29
0.61	9.27
6.48	1.63
4.41	6.57
8.63	9.88
5.02	0.41
2.75	4.09
1.93	6.68
6.63	4.35
8.66	9.67
0.92	9.98
2.09	8.81
8.66	8.56
9.33	5.87
0.87	9.23
9.18	2.89
9.89	3.11
7.38	2.09
1.44	8.53
7.58	1.27
2.24	0.78
0.77	8.22
7.44	8.70
2.75	1.27
6.60	6.67
4.37	2.52
4.07	5.29
9.49	0.39
5.44	5.64
5.67	3.80
7.96	7.81
3.70	6.55
3.03	7.64
6.24	2.45
8.06	3.27
7.22	0.14
0.29	0.09
6.70	8.63
9.37	4.56
3.62	0.07
5.94	1.43
0.13	6.06
6.28	4.69
9.44	2.59
0.41	3.12
1.04	9.91
2.95	5.35
4.31	2.19
1.82	0.27
1.11	9.66
9.57	6.78
3.41	3.34
5.04	2.98
8.79	8.51
8.72	6.75
5.94	4.87
4.95	2.33
6.52	5.07
0.86	8.11
9.63	3.19
7.90	1.19
5.33	0.82
3.06	0.04
4.93	3.38
2.67	7.88
6.26	8.55
8.46	5.91
4.17	2.30
4.44	1.14
5.52	9.05
1.68	3.02
7.64	7.01
9.63	8.82
3.15	6.50
2.50	9.53
1.49	0.52
9.28	4.04
5.01	3.32
4.94	1.48
7.95	6.76
2.69	1.77
0.12	2.76
2.77	4.09
1.94	2.14
7.57	8.83
9.23	3.44
1.12	1.17
7.82	3.76
7.55	7.06
5.86	9.24
3.59	1.50
6.84	6.44
4.78	3.53
3.11	8.31
1.81	5.78
7.23	6.94
2.46	2.74
3.10	1.61
4.71	7.38
2.74	1.61
3.01	2.94
3.10	3.56
5.34	0.06
8.24	5.00
8.50	0.09
2.93	5.67
8.50	0.30
8.06	3.54
9.82	7.27
7.51	2.17
1.29	3.36
2.65	0.64
3.73	2.80
0.19	2.32
2.67	2.31
5.72	7.14
7.26	9.39
6.03	7.40
5.87	0.60
4.72	5.71
1.88	1.40
7.70	1.74
2.17	3.82
4.99	5.27
3.73	0.02
4.88	0.93
0.76	5.68
3.84	1.31
4.15	0.39
0.65	7.07
8.16	9.87
9.36	4.14
4.27	1.17
0.05	0.52
2.50	7.90
5.91	6.38
6.53	0.29
1.23	2.02
6.08	3.08
5.59	4.85
2.53	6.70
5.42	4.09
5.13	9.77
9.27	2.63
0.64	4.30
9.34	2.59
2.21	1.97
9.39	2.12
7.25	6.46
6.19	2.43
1.83	3.83
3.25	2.38
6.05	2.90
8.92	9.78
6.57	4.69
1.70	3.39
1.16	0.19
2.95	1.66
4.06	1.39
1.60	0.89
3.87	5.17
0.39	5.44
4.80	4.61
0.07	1.77
2.80	7.70
5.56	2.08
3.00	8.00
4.78	4.07
6.11	1.81
0.40	6.94
2.56	9.53
7.71	4.39
9.11	3.70
5.78	0.66
5.35	5.52
9.67	8.58
5.28	6.86
9.20	8.06
3.46	4.41
3.38	9.79
3.34	4.61
2.34	8.75
3.47	7.14
9.00	6.83
3.65	1.77
9.42	2.03
6.13	4.33
4.12	8.78
3.93	7.90
0.60	3.80
8.26	3.82
3.31	1.32
4.78	2.97
6.44	4.05
7.80	5.41
1.45	4.03
6.03	3.04
4.77	1.62
4.71	1.05
9.96	9.15
1.94	0.86
1.49	8.38
9.46	7.82
1.80	1.56
7.01	1.32
9.59	2.39
7.58	0.70
2.58	3.59
5.02	2.08
4.82	3.28
5.45	8.22
7.80	7.54
8.27	8.59
3.55	9.67
9.73	1.77
4.64	0.36
4.86	2.13
2.74	8.11
6.49	4.66
9.48	3.12
1.63	0.70
6.30	8.39
6.81	1.53
6.44	4.39
9.50	0.74
1.87	5.42
8.33	9.59
8.01	2.71
2.94	8.56
0.86	6.58
2.23	6.93
2.88	1.35
0.90	5.32
2.33	8.47
6.48	9.99
1.50	5.85
6.98	7.66
7.42	1.13
3.21	0.60
0.60	1.84
4.98	9.18
2.14	8.52
9.47	7.85
4.71	7.12
0.98	2.54
1.90	1.47
5.77	6.79
2.09	2.55
8.13	4.29
6.92	0.30
4.91	1.96
7.54	8.92
6.95	4.94
5.53	3.96
3.20	8.33
6.23	7.59
6.85	2.03
7.22	3.77
8.65	8.07
1.31	9.82
5.35	7.93
4.37	1.04
1.79	0.77
7.48	8.87
0.98	6.13
0.79	4.15
8.03	1.81
6.62	3.61
5.06	5.57
2.75	9.78
2.46	3.32
7.85	9.10
7.18	6.13
3.36	6.00
6.36	2.49
1.01	5.30
4.61	2.20
5.30	3.95
0.28	3.69
5.23	7.75
2.28	6.38
2.46	5.66
3.17	9.80
4.06	7.18
3.09	6.54
1.23	4.66
8.68	1.50
2.75	9.48
8.69	2.69
1.57	2.08
5.56	1.88
5.23	5.83
4.14	8.69
1.78	9.36
4.48	9.12
9.44	4.71
8.71	8.18
6.80	4.31
3.17	9.43
9.40	4.45
4.08	1.10
1.81	0.13
7.67	0.67
2.94	4.91
2.51	3.45
6.89	3.23
9.39	1.96
7.24	1.35
3.53	5.77
8.84	6.21
6.04	6.20
7.55	0.73
7.35	8.56
7.46	6.90
2.84	7.71
4.97	8.29
6.94	1.32
8.67	5.72
5.28	4.78
3.56	3.07
6.52	8.16
0.18	5.41
1.77	5.63
9.71	9.28
0.56	0.61
6.16	5.98
8.40	1.07
8.14	3.66
6.05	3.02
3.10	0.60
7.18	9.29
0.77	3.88
8.52	4.20
8.42	9.93
3.53	3.35
2.53	4.73
9.24	7.79
5.16	7.92
1.39	2.90
8.68	6.62
7.40	5.36
5.83	0.82
5.58	4.41
3.24	2.50
6.32	6.18
3.83	3.80
6.33	9.13
0.42	4.79
9.01	1.75
6.63	1.62
0.13	8.52
1.08	7.84
6.12	9.95
2.70	5.26
0.46	7.88
1.20	7.45
0.63	7.86
7.03	6.05
6.65	9.11
3.67	7.42
1.49	7.87
8.99	4.93
5.09	3.85
8.69	5.32
5.31	9.05
5.19	3.15
5.18	6.22
4.48	3.52
0.41	5.84
8.96	4.13
1.23	4.45
4.20	5.66
6.51	6.11
7.19	9.35
9.67	1.89
6.10	7.38
6.59	4.18
1.27	4.19
8.31	4.36
6.01	6.61
0.24	1.22
9.04	7.81
8.18	9.14
3.06	4.13
4.69	1.69
2.39	0.34
5.23	3.34
1.61	8.47
0.09	0.45
4.88	7.20
6.47	7.47
7.77	0.64
5.26	9.59
9.56	6.76
6.98	0.02
1.37	8.34
8.68	9.89
3.09	4.61
8.01	0.10
0.10	1.11
2.23	2.02
0.62	5.73
7.91	5.54
7.43	2.52
4.85	3.23
7.40	0.97
2.33	1.34
4.33	6.96
1.49	2.54
7.59	2.07
7.02	6.64
3.26	3.81
3.80	2.59
6.37	8.62
3.67	5.41
8.85	3.92
6.49	1.58
7.68	8.27
6.59	5.43
8.72	7.63
1.52	6.06
6.63	4.91
5.00	8.86
4.50	4.87
6.49	2.78
6.09	8.49
4.19	7.07
8.98	4.62
5.81	2.89
5.13	5.63
3.51	5.62
6.11	7.79
6.79	8.79
0.73	1.53
1.42	5.81
8.29	5.44
6.69	4.02
1.98	3.64
8.01	3.92
7.87	5.46
8.50	7.87
7.49	7.82
2.37	7.83
4.19	6.43
0.81	6.83
0.93	4.89
2.07	7.80
0.06	8.07
4.85	1.02
3.58	1.51
8.05	9.01
4.70	4.01
1.80	7.77
5.11	1.13
9.70	2.56
6.41	8.48
1.40	8.89
3.55	7.94
6.34	3.98
1.26	6.61
0.50	3.51
8.84	9.34
7.28	7.06
0.39	3.08
9.23	9.76
5.32	2.87
